58598511,皇家精品酒店,经济型,98,1,0,0,0,0,1
51054068,建美公寓(动车站店),经济型,78,0,0,0,0,0,0
23321555,东方五洲大酒店(中餐厅),其他,95,0,0,0,0,0,0
66316359,小时光公寓,公寓式酒店,55,0,0,0,0,0,0
24950742,雅韵公寓,经济型,89,0,0,0,0,0,0
24937704,温陵时光客栈,经济型,50,5,4,1,0,0,0
16414692,美心商务宾馆,经济型,101,0,0,0,0,0,0
22551622,佳鑫宾馆(科技园店),经济型,68,0,0,0,0,0,0
62220758,顺和商务公寓,经济型,168,0,0,0,0,0,0
62044265,安居公寓,经济型,40,0,0,0,0,0,0
14060132,住好DNG酒店,经济型,135,35,17,6,6,3,3
27193362,盛泰公寓,经济型,80,1,1,0,0,0,0
13755991,华林大酒店,三星级/舒适型,118,35,15,11,5,2,2
3464188,泉州酒店温陵中餐厅,闽菜,132,23,10,8,2,1,1
13758305,晋江天禾大酒店,四星级/高档型,218,21,11,6,2,0,2
13679091,泊捷时尚酒店(桃城店),经济型,108,6,5,0,0,1,0
8838271,阳光时代广场酒店,经济型,79,62,31,15,11,2,3
13901528,酷6时尚酒店(洛江五金城店),经济型,118,13,4,5,2,1,1
13880411,A家连锁酒店(公寓店),经济型,59,70,35,22,9,2,2
4293498,石狮五洲大酒店,四星级/高档型,318,41,23,11,4,2,1
6301906,泊捷时尚酒店(步行街店),经济型,68,22,10,8,2,0,2
5857697,宁昌大酒店,三星级/舒适型,138,10,5,3,1,0,1
23286425,金樽大酒店,三星级/舒适型,458,5,3,2,0,0,0
18590015,成功大酒店(溪美新华街店),经济型,98,20,9,7,4,0,0
15869096,千一精品酒店,经济型,108,27,17,7,2,0,1
5153508,晋江南苑酒店,四星级/高档型,198,38,24,8,5,0,1
16795149,思家精品酒店,经济型,99,13,6,4,1,0,2
67829533,万达文华酒店大堂吧,咖啡厅,53,5,5,0,0,0,0
58215459,艾尚快捷旅馆(泉州温陵北路店),经济型,84,10,6,2,0,0,2
21247105,香江大酒店,三星级/舒适型,128,17,9,5,2,0,1
61555806,水头金明大酒店,三星级/舒适型,188,12,7,2,2,0,1
18147962,泊捷时尚酒店(茶都店),经济型,118,5,5,0,0,0,0
14740687,古海关客栈,经济型,103,13,10,2,0,0,1
13758310,鹭祥时尚酒店,三星级/舒适型,138,11,8,1,1,1,0
13758304,万豪酒店,经济型,78,10,6,3,0,1,0
8993461,锐思特汽车酒店(晋江湖中路口店),经济型,108,19,12,4,1,1,1
9603715,好来登酒店,经济型,109,15,7,4,2,1,1
22366446,茗仕驿茶文化主题精品酒店,经济型,238,6,6,0,0,0,0
13040238,金城酒店,经济型,98,3,0,1,1,0,1
57484230,汉庭(泉州安溪店),经济型,113,4,4,0,0,0,0
18555697,星座酒店,经济型,88,11,5,2,3,0,1
5718621,泉州市宝山商务酒店有限公司,经济型,118,5,4,0,1,0,0
8868683,石狮华飞大酒店,四星级/高档型,168,18,10,5,3,0,0
13040862,日胜商务酒店,三星级/舒适型,108,16,9,4,2,0,1
12994864,A家连锁酒店（长途车站店）(原顺...,经济型,98,11,7,2,2,0,0
18775542,惠家酒店,经济型,138,3,3,0,0,0,0
4108862,华达大酒店(恒安路店),三星级/舒适型,251,33,12,11,8,1,1
17891174,金钥匙酒店,经济型,108,19,9,5,1,3,1
21095149,现代商务宾馆,经济型,88,6,4,1,0,1,0
18564121,豪嘉大酒店,三星级/舒适型,168,14,10,1,3,0,0
13879746,皇盛公寓酒店(圣湖店),经济型,128,10,3,2,3,1,1
21117793,燉煌大酒店,三星级/舒适型,238,22,10,5,4,2,1
6444910,如家快捷酒店(泉州泉秀街乌洲路...,经济型,161,64,34,20,7,1,2
50705895,景都大酒店中餐厅,其他,77,3,2,1,0,0,0
58613962,酷6时尚酒店(南安1店),经济型,98,2,0,1,1,0,0
22564336,大家快捷酒店,经济型,108,5,2,2,0,0,1
28631217,华苑大酒店蒸汽海鲜餐厅,海鲜,58,4,2,1,1,0,0
18600747,天桥商务宾馆,经济型,99,10,6,2,2,0,0
5153523,紫云商务酒店(石狮紫云店),经济型,168,23,11,6,4,1,1
24738812,舒曼酒店(义全街店),经济型,78,6,2,1,3,0,0
16791710,海洋之家酒店,三星级/舒适型,158,19,8,7,2,0,2
5143770,泊捷酒店(浮桥店),经济型,98,12,10,0,2,0,0
57412554,容驿艺廊旅馆,经济型,128,7,4,3,0,0,0
18261833,堡钻精品连锁酒店,经济型,98,32,17,6,4,3,2
6172633,泊捷连锁酒店(国贸电脑城机场店),经济型,88,12,8,3,0,0,1
23620690,丽云香快捷酒店,经济型,133,12,9,0,1,0,2
18202007,堡钻精品连锁酒店(安海上悦城店),经济型,98,8,5,1,0,0,2
8388183,凯悦阳光酒店,经济型,108,11,3,4,4,0,0
57737130,大鹏酒店中餐厅,其他,59,12,8,2,1,0,1
58117956,泊捷连锁酒店(晋江泉安店),经济型,88,19,9,6,3,0,1
8784478,海福大饭店,三星级/舒适型,426,8,4,3,1,0,0
5919554,龙腾商务酒店(柳小路店),经济型,138,9,4,5,0,0,0
56790028,嘉悦大酒店中餐厅,其他,86,1,1,0,0,0,0
8872007,福临快捷酒店,经济型,108,10,8,1,0,0,1
22286998,玫瑰园商务宾馆,经济型,118,2,2,0,0,0,0
6168825,安欣城际酒店(北峰店),经济型,108,15,5,1,3,3,3
